0,1.01285246034
1,1.048469695
2,1.07833584762
3,1.08377199892
4,1.13475662125
5,1.17079540471
6,1.25020983185
7,1.24834284271
8,1.22669154941
9,1.20607206432
10,1.25537146438
11,1.27846094619
12,1.39680001448
13,1.42566289635
14,1.37130109436
15,1.36607371981
16,1.40006794927
17,1.42809488204
18,1.38761920634
19,1.43238183391
20,1.49453756273
21,1.49409789674
22,1.48848115168
23,1.27166043379
24,1.29819424345
25,1.30527837867
26,1.30581271657
27,1.23427535384
28,1.3137743301
29,1.32113058441
30,1.35920990017
31,1.36933445785
32,1.28568144601
33,1.32643567709
34,1.35595834016
35,1.32924261163
36,1.3421383035
37,1.36482201705
38,1.35249695301
39,1.33772941013
40,1.31816691327
41,1.37279423403
42,1.34845545397
43,1.35104527084
44,1.3593753518
45,1.35991518096
46,1.29582745637
47,1.3147735894
48,1.28777914714
49,1.30643505334
